word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
novel,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The novel is important.,novel(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The novel is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The novel is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
noble,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The noble is important.,noble(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The noble is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The noble is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
outstanding,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The outstanding is important.,outstanding(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The outstanding is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The outstanding is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
resist,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The resist is important.,resist(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The resist is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The resist is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
hesitate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The hesitate is important.,hesitate(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The hesitate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The hesitate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
protest,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The protest is important.,protest(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The protest is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The protest is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
restore,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The restore is important.,restore(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The restore is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The restore is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
associate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The associate is important.,associate(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The associate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The associate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
heritage,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The heritage is important.,heritage(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The heritage is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The heritage is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
restriction,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The restriction is important.,restriction(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The restriction is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The restriction is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
perceive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The perceive is important.,perceive(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The perceive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The perceive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
scale,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The scale is important.,scale(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The scale is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The scale is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ancient,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ancient is important.,ancient(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The ancient is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ancient is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
tradition,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The tradition is important.,tradition(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The tradition is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The tradition is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
origin,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The origin is important.,origin(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The origin is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The origin is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
folk,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The folk is important.,folk(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The folk is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The folk is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
device,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The device is important.,device(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The device is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The device is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
usual,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The usual is important.,usual(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The usual is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The usual is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ritual,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ritual is important.,ritual(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The ritual is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ritual is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
entire,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The entire is important.,entire(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The entire is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The entire is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
region,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The region is important.,region(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The region is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The region is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
religion,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The religion is important.,religion(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The religion is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The religion is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
record,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The record is important.,record(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The record is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The record is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
settle,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The settle is important.,settle(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The settle is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The settle is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
occupation,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The occupation is important.,occupation(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The occupation is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The occupation is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
mass,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The mass is important.,mass(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The mass is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The mass is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
tap,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The tap is important.,tap(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The tap is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The tap is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
grasp,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The grasp is important.,grasp(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The grasp is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The grasp is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
fame,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The fame is important.,fame(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The fame is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The fame is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
comfort,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The comfort is important.,comfort(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The comfort is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The comfort is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
hole,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The hole is important.,hole(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The hole is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The hole is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
succeed,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The succeed is important.,succeed(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The succeed is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The succeed is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
routine,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The routine is important.,routine(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The routine is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The routine is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
numerous,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The numerous is important.,numerous(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The numerous is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The numerous is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
legend,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The legend is important.,legend(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The legend is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The legend is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
military,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The military is important.,military(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The military is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The military is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
weapon,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The weapon is important.,weapon(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The weapon is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The weapon is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
celebrate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The celebrate is important.,celebrate(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The celebrate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The celebrate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
combat,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The combat is important.,combat(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The combat is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The combat is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
historical,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The historical is important.,historical(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The historical is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The historical is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
royal,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The royal is important.,royal(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The royal is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The royal is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
loyal,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The loyal is important.,loyal(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The loyal is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The loyal is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
harvest,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The harvest is important.,harvest(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The harvest is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The harvest is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
illustrate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The illustrate is important.,illustrate(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The illustrate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The illustrate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
dare,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The dare is important.,dare(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The dare is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The dare is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
voyage,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The voyage is important.,voyage(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The voyage is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The voyage is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
conventional,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The conventional is important.,conventional(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The conventional is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The conventional is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
contemporary,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The contemporary is important.,contemporary(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The contemporary is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The contemporary is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
revolution,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The revolution is important.,revolution(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The revolution is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The revolution is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
cooperation,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The cooperation is important.,cooperation(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The cooperation is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The cooperation is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
conquer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The conquer is important.,conquer(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The conquer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The conquer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
stable,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The stable is important.,stable(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The stable is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The stable is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
university,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The university is important.,university(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The university is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The university is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
education,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The education is important.,education(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The education is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The education is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
focus,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The focus is important.,focus(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The focus is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The focus is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
entry,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The entry is important.,entry(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The entry is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The entry is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
medical,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The medical is important.,medical(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The medical is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The medical is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
accept,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The accept is important.,accept(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The accept is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The accept is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
pioneer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The pioneer is important.,pioneer(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The pioneer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The pioneer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
mathematics,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The mathematics is important.,mathematics(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The mathematics is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The mathematics is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
professor,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The professor is important.,professor(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The professor is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The professor is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
profession,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The profession is important.,profession(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The profession is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The profession is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
theory,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The theory is important.,theory(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The theory is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The theory is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
philosophy,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The philosophy is important.,philosophy(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The philosophy is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The philosophy is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
method,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The method is important.,method(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The method is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The method is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
praise,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The praise is important.,praise(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The praise is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The praise is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
standard,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The standard is important.,standard(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The standard is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The standard is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
character,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The character is important.,character(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The character is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The character is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
throw,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The throw is important.,throw(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The throw is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The throw is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
psychology,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The psychology is important.,psychology(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The psychology is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The psychology is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
